Date,Default Channel Grouping,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Avg. Order Value,Revenue
20170111,Display,"20,696","5,749","30,254",28.57%,6.55,0:04:20,1.50%,453,R$728.97,"R$330,225.52"
20170111,Organic Search,"98,700","37,010","120,550",15.23%,9.15,0:06:49,2.44%,"2,939",R$735.53,"R$2,161,717.55"
20170111,Paid Search,"92,896","41,316","125,173",17.65%,9.22,0:06:20,2.96%,"3,705",R$728.42,"R$2,698,788.00"
20170111,Referral,"38,629","9,600","47,694",14.71%,8.71,0:06:10,3.40%,"1,622",R$738.53,"R$1,197,888.36"
20170111,Social,"3,719","1,869","4,097",25.12%,5.92,0:03:38,0.51%,21,R$603.15,"R$12,666.10"
20170112,(Other),"10,725","3,146","12,579",21.84%,6.61,0:03:59,0.70%,88,R$447.50,"R$39,380.19"
20170112,Direct,"105,222","60,249","125,993",18.43%,7.92,0:05:42,2.61%,"3,293",R$760.72,"R$2,505,061.50"
20170112,Display,"19,369","5,340","27,875",26.78%,6.68,0:04:19,1.41%,393,R$706.76,"R$277,757.06"
20170112,Email,1,0,1,0.00%,2,0:00:02,0.00%,0,R$0.00,R$0.00
20170112,Organic Search,"98,635","39,845","120,183",14.51%,9.13,0:06:35,2.44%,"2,931",R$708.94,"R$2,077,898.66"
20170112,Paid Search,"89,266","39,915","121,114",18.88%,8.93,0:06:08,2.67%,"3,234",R$750.73,"R$2,427,847.65"
20170112,Referral,"37,499","9,869","46,275",14.09%,8.75,0:06:05,3.24%,"1,500",R$775.10,"R$1,162,643.79"
20170112,Social,"3,345","1,743","3,705",23.64%,6.26,0:03:50,1.08%,40,R$558.67,"R$22,346.61"
20170113,(Other),"33,462","12,855","38,084",15.89%,8.47,0:05:23,1.18%,451,R$539.10,"R$243,134.09"
20170113,Direct,"140,642","83,788","162,556",18.00%,9.09,0:06:27,3.01%,"4,889",R$663.65,"R$3,244,568.85"
20170113,Display,"29,775","10,649","43,106",27.21%,7.13,0:04:27,1.58%,679,R$645.15,"R$438,060.22"
20170113,Organic Search,"116,840","47,201","140,993",14.58%,10.09,0:07:24,2.76%,"3,895",R$655.06,"R$2,551,470.89"
20170113,Paid Search,"98,134","42,655","133,403",18.22%,10.93,0:07:09,3.53%,"4,706",R$690.17,"R$3,247,924.77"
20170113,Referral,"45,973","14,515","55,682",13.04%,9.97,0:06:49,3.69%,"2,057",R$694.59,"R$1,428,771.93"
20170113,Social,"14,899","9,100","15,617",19.82%,7.53,0:04:40,0.64%,100,R$585.50,"R$58,550.12"
20170114,(Other),"49,819","18,259","61,617",12.38%,9.98,0:05:44,1.97%,"1,214",R$491.74,"R$596,977.61"
20170114,Direct,"174,252","112,930","207,341",14.86%,10.63,0:06:58,4.09%,"8,476",R$552.26,"R$4,680,973.87"
20170114,Display,"32,433","10,123","49,946",22.03%,9.41,0:05:41,2.76%,"1,380",R$571.80,"R$789,090.11"
20170114,Email,1,0,2,0.00%,4,0:02:25,0.00%,0,R$0.00,R$0.00
20170114,Organic Search,"140,758","61,342","179,845",13.38%,11.73,0:07:46,3.66%,"6,576",R$536.46,"R$3,527,769.53"
20170114,Paid Search,"109,504","43,892","162,136",17.46%,13.57,0:08:27,4.91%,"7,965",R$613.77,"R$4,888,641.38"
20170114,Referral,"54,436","21,434","67,285",10.63%,11.3,0:07:05,4.83%,"3,253",R$581.46,"R$1,891,476.81"
20170114,Social,"38,634","24,374","42,410",9.25%,8.85,0:04:33,0.61%,260,R$478.60,"R$124,435.08"
20170115,(Other),"19,217","4,998","23,747",16.35%,10.55,0:06:25,3.11%,739,R$486.47,"R$359,499.74"
20170115,Direct,"152,832","94,410","179,688",16.19%,10.27,0:06:51,4.47%,"8,041",R$522.67,"R$4,202,783.98"
20170115,Display,"29,647","8,505","43,690",25.03%,8.92,0:05:24,2.58%,"1,126",R$561.05,"R$631,737.72"
20170115,Organic Search,"126,659","53,010","160,284",14.52%,11.03,0:07:18,3.67%,"5,881",R$541.69,"R$3,185,666.47"
20170115,Paid Search,"113,198","47,409","164,860",17.08%,12.97,0:08:15,4.89%,"8,062",R$599.18,"R$4,830,558.49"
20170115,Referral,"44,454","14,640","55,658",11.99%,10.8,0:06:59,5.38%,"2,996",R$550.03,"R$1,647,890.93"
20170115,Social,"28,929","18,341","31,426",9.30%,8.5,0:04:27,0.74%,233,R$472.20,"R$110,022.22"
20170116,(Other),"15,403","4,195","18,330",26.32%,6.44,0:04:00,1.15%,211,R$490.67,"R$103,532.29"
20170116,Direct,"131,370","73,712","157,031",17.83%,8.04,0:05:32,2.65%,"4,155",R$683.66,"R$2,840,614.85"
20170116,Display,"30,294","8,517","42,036",27.83%,6.54,0:04:01,1.45%,608,R$642.01,"R$390,339.94"
20170116,Email,1,0,1,0.00%,10,0:16:03,100.00%,1,R$22.00,R$22.00
20170116,Organic Search,"142,481","58,446","172,813",14.11%,9.11,0:06:21,2.26%,"3,907",R$667.96,"R$2,609,712.09"
20170116,Paid Search,"106,929","45,588","145,271",18.39%,9.02,0:05:57,2.50%,"3,634",R$690.52,"R$2,509,337.79"
20170116,Referral,"49,762","12,921","61,615",14.17%,8.48,0:05:37,2.85%,"1,759",R$701.30,"R$1,233,588.16"
20170116,Social,"8,980","3,932","9,914",13.31%,7.27,0:03:51,0.64%,63,R$515.50,"R$32,476.22"
20170117,(Other),"6,898","1,089","8,508",25.34%,6.44,0:04:17,1.02%,87,"R$1,141.09","R$99,274.89"
20170117,Direct,"108,112","59,934","128,757",18.55%,7.77,0:05:31,2.30%,"2,963",R$712.59,"R$2,111,417.09"
20170117,Display,"26,354","7,341","36,982",28.72%,6.01,0:03:47,1.14%,422,R$742.93,"R$313,515.27"
20170117,Organic Search,"109,439","43,564","134,767",15.57%,8.64,0:06:09,1.99%,"2,685",R$715.69,"R$1,921,618.60"
20170117,Paid Search,"90,559","37,211","119,485",16.57%,8.94,0:06:06,2.49%,"2,973",R$762.66,"R$2,267,387.21"
20170117,Referral,"41,484","10,668","51,151",13.97%,8.27,0:05:34,2.47%,"1,262",R$782.96,"R$988,093.02"
20170117,Social,"4,694","1,778","5,223",18.36%,6.23,0:03:31,0.71%,37,R$552.37,"R$20,437.57"
20170118,(Other),"10,600","2,192","12,434",19.64%,6.84,0:04:12,0.88%,110,R$540.20,"R$59,421.86"
20170118,Direct,"103,360","56,759","121,350",18.20%,7.81,0:05:27,2.41%,"2,924",R$742.69,"R$2,171,612.41"
20170118,Display,"23,912","6,592","33,750",27.25%,6.25,0:04:02,1.31%,441,R$725.95,"R$320,145.19"
20170118,Organic Search,"102,689","39,761","125,158",15.12%,8.81,0:06:17,2.12%,"2,653",R$740.68,"R$1,965,030.94"
20170118,Paid Search,"85,895","36,844","114,968",17.15%,8.89,0:06:00,2.54%,"2,919",R$744.03,"R$2,171,816.04"
20170118,Referral,"38,539","9,169","47,477",13.64%,8.51,0:05:45,2.66%,"1,262",R$754.71,"R$952,448.47"
20170118,Social,"3,727","1,404","4,119",23.14%,5.86,0:03:18,0.39%,16,R$355.22,"R$5,683.60"
20170119,(Other),"9,502","2,039","11,280",24.05%,6.34,0:04:03,0.93%,105,R$513.00,"R$53,864.72"
20170119,Direct,"94,906","51,622","112,670",18.52%,7.78,0:05:28,2.49%,"2,803",R$713.15,"R$1,998,967.31"
20170119,Display,"20,695","5,151","28,958",28.43%,6.12,0:03:47,1.22%,354,R$739.15,"R$261,658.69"
20170119,Organic Search,"95,057","37,145","116,350",14.40%,8.87,0:06:17,2.26%,"2,633",R$668.74,"R$1,760,781.89"
20170119,Paid Search,"75,656","31,033","99,420",16.40%,9.08,0:06:12,2.84%,"2,826",R$757.88,"R$2,141,782.19"
20170119,Referral,"35,433","8,451","44,218",13.51%,8.57,0:05:50,2.93%,"1,296",R$733.39,"R$950,468.09"
20170119,Social,"3,764","1,734","4,133",27.03%,5.63,0:03:19,0.68%,28,R$640.56,"R$17,935.64"
20170120,(Other),"7,432","1,412","8,882",20.57%,6.85,0:04:16,1.02%,91,R$605.58,"R$55,107.72"
20170120,Direct,"89,111","49,322","105,577",18.65%,7.63,0:05:26,2.44%,"2,572",R$681.67,"R$1,753,265.48"
20170120,Display,"17,535","3,803","25,142",30.82%,5.43,0:03:11,0.93%,234,R$652.06,"R$152,580.88"
20170120,Organic Search,"88,192","34,098","109,012",13.81%,8.99,0:06:19,2.29%,"2,498",R$695.58,"R$1,737,567.21"
20170120,Paid Search,"65,868","26,576","87,643",18.08%,8.83,0:05:59,2.87%,"2,516",R$750.14,"R$1,887,350.18"
20170120,Referral,"33,765","8,588","42,203",14.05%,8.21,0:05:34,2.54%,"1,072",R$736.21,"R$789,212.57"
20170120,Social,"3,695","1,563","4,095",24.25%,5.82,0:03:20,0.56%,23,R$596.35,"R$13,716.02"
20170121,(Other),"11,606","2,878","13,689",18.76%,6.97,0:04:13,0.77%,106,R$449.77,"R$47,675.10"
20170121,Direct,"76,047","44,550","89,205",19.19%,7.34,0:05:06,2.58%,"2,301",R$606.15,"R$1,394,755.29"
20170121,Display,"14,105","3,188","20,370",33.10%,5.85,0:03:35,1.15%,235,R$580.21,"R$136,348.86"
20170121,Email,1,0,1,0.00%,17,0:14:53,100.00%,1,R$22.00,R$22.00
20170121,Organic Search,"70,344","27,101","87,306",15.15%,8.86,0:06:13,2.43%,"2,119",R$593.66,"R$1,257,968.87"
20170121,Paid Search,"56,276","22,764","76,709",20.30%,8.99,0:06:10,3.11%,"2,383",R$660.56,"R$1,574,117.19"
20170121,Referral,"29,908","8,078","37,404",15.33%,8.38,0:05:48,3.12%,"1,167",R$605.85,"R$707,025.07"
20170121,Social,"3,355","1,474","3,738",24.26%,6.04,0:03:30,0.75%,28,R$442.92,"R$12,401.80"
20170122,(Other),"10,273","2,250","12,286",19.12%,6.93,0:04:09,1.25%,154,R$465.46,"R$71,681.10"
20170122,Direct,"84,877","49,025","97,261",18.27%,7.6,0:05:23,3.10%,"3,016",R$531.47,"R$1,602,925.36"
20170122,Display,"19,354","9,529","26,121",49.24%,4.64,0:02:51,1.26%,330,R$567.91,"R$187,410.17"
20170122,Organic Search,"77,672","30,591","95,131",14.68%,8.8,0:06:13,2.73%,"2,596",R$569.95,"R$1,479,582.25"
20170122,Paid Search,"62,115","26,155","85,767",20.61%,8.98,0:06:21,3.56%,"3,057",R$606.35,"R$1,853,618.06"
20170122,Referral,"31,352","8,903","39,018",13.89%,8.7,0:06:04,3.76%,"1,466",R$605.30,"R$887,372.49"
20170122,Social,"1,663",427,"1,950",17.13%,8,0:04:56,1.79%,35,R$409.93,"R$14,347.58"
20170123,(Other),"8,789","1,903","10,455",22.44%,6.55,0:04:19,1.09%,114,R$608.93,"R$69,417.96"
20170123,Direct,"104,933","58,401","124,227",18.03%,7.89,0:05:30,2.55%,"3,164",R$708.61,"R$2,242,030.29"
20170123,Display,"29,609","17,340","38,590",55.47%,4.03,0:02:20,0.70%,269,R$733.09,"R$197,201.76"
20170123,Organic Search,"103,317","40,530","125,952",14.14%,8.87,0:06:18,2.17%,"2,729",R$701.13,"R$1,913,395.36"
20170123,Paid Search,"85,502","36,110","114,993",16.52%,8.91,0:06:00,2.61%,"3,004",R$733.82,"R$2,204,405.79"
20170123,Referral,"39,904","10,052","49,518",13.07%,8.46,0:05:47,2.73%,"1,350",R$747.35,"R$1,008,920.08"
20170123,Social,"2,439",782,"2,737",18.01%,7.15,0:04:22,1.06%,29,R$462.91,"R$13,424.47"
20170124,(Other),"7,240","1,595","8,534",19.11%,7.41,0:04:33,0.91%,78,R$610.51,"R$47,619.76"
20170124,Direct,"92,600","50,995","110,896",17.28%,8.18,0:05:38,2.63%,"2,915",R$764.61,"R$2,228,828.49"
20170124,Display,"21,690","9,944","29,283",43.84%,4.8,0:02:47,0.72%,211,R$719.40,"R$151,792.64"
20170124,Email,1,1,1,100.00%,1,0:00:00,0.00%,0,R$0.00,R$0.00
20170124,Organic Search,"94,643","36,350","115,144",13.20%,9.16,0:06:25,2.34%,"2,694",R$706.82,"R$1,904,179.12"
20170124,Paid Search,"76,059","31,258","101,040",15.96%,9.21,0:06:12,2.79%,"2,816",R$738.72,"R$2,080,235.52"
20170124,Referral,"34,733","9,052","42,651",12.25%,8.56,0:05:52,2.86%,"1,218",R$779.54,"R$949,475.77"
20170124,Social,"3,426","1,467","3,792",18.35%,6.29,0:03:28,0.79%,30,R$517.85,"R$15,535.38"
20170125,(Other),"29,573","10,585","31,781",10.79%,8.3,0:04:20,0.75%,238,R$517.48,"R$123,159.09"
20170125,Direct,"96,857","54,053","113,238",15.89%,8.71,0:05:44,2.65%,"3,001",R$676.00,"R$2,028,687.10"
20170125,Display,"24,814","11,080","34,100",37.44%,5.64,0:03:07,0.96%,329,R$673.29,"R$221,513.19"
20170125,Email,1,0,1,0.00%,2,0:00:14,0.00%,0,R$0.00,R$0.00
20170125,Organic Search,"92,780","35,414","111,759",12.59%,9.67,0:06:24,2.21%,"2,473",R$703.02,"R$1,738,561.56"
20170125,Paid Search,"76,852","31,617","103,193",16.73%,9.43,0:06:09,2.74%,"2,829",R$748.68,"R$2,118,011.94"
20170125,Referral,"34,980","8,799","42,959",10.72%,9.46,0:06:00,2.94%,"1,265",R$790.46,"R$999,926.25"
20170125,Social,"3,679","1,803","3,997",18.74%,6.6,0:03:26,0.75%,30,R$677.66,"R$20,329.69"
20170126,(Other),"35,762","12,950","41,174",20.53%,6.45,0:03:41,0.59%,242,R$632.61,"R$153,091.71"
20170126,Direct,"94,317","52,221","110,336",18.38%,7.69,0:05:20,2.42%,"2,666",R$727.53,"R$1,939,590.78"
20170126,Display,"19,798","8,672","26,922",43.29%,4.99,0:02:55,1.04%,281,R$639.50,"R$179,699.86"
20170126,Organic Search,"88,452","33,465","106,658",14.48%,8.9,0:06:13,2.15%,"2,291",R$721.22,"R$1,652,316.42"
20170126,Paid Search,"72,280","30,032","96,447",16.18%,9,0:06:04,2.63%,"2,539",R$761.68,"R$1,933,912.11"
20170126,Referral,"35,038","8,335","43,033",13.57%,8.5,0:05:42,2.67%,"1,151",R$746.94,"R$859,733.09"
20170126,Social,"2,815","1,289","3,079",21.73%,5.82,0:03:23,0.58%,18,R$625.94,"R$11,266.85"
20170127,(Other),"14,945","4,091","17,398",21.74%,5.09,0:03:41,0.72%,125,R$562.60,"R$70,325.48"
20170127,Direct,"85,711","48,465","102,561",20.15%,5.54,0:05:06,2.35%,"2,408",R$746.44,"R$1,797,437.11"
20170127,Display,"17,533","7,051","23,944",43.53%,3.72,0:02:57,0.91%,218,R$729.53,"R$159,037.12"
20170127,Organic Search,"82,523","31,532","100,981",15.57%,6.59,0:06:10,2.22%,"2,238",R$722.62,"R$1,617,216.54"
20170127,Paid Search,"61,606","24,098","82,388",16.78%,5.9,0:05:58,2.82%,"2,320",R$761.68,"R$1,767,098.66"
20170127,Referral,"33,558","7,603","41,052",14.94%,6.01,0:05:34,2.92%,"1,198",R$819.43,"R$981,680.90"
20170127,Social,"2,626","1,060","2,894",25.33%,5.04,0:03:09,0.52%,15,R$827.51,"R$12,412.62"
20170128,(Other),"12,224","2,699","14,419",22.53%,5.24,0:03:59,0.96%,139,R$530.20,"R$73,697.75"
20170128,Direct,"74,512","44,413","86,431",19.48%,5.51,0:04:50,2.54%,"2,198",R$570.90,"R$1,254,847.57"
20170128,Display,"10,395","1,803","15,304",33.14%,4.22,0:03:58,1.59%,243,R$614.27,"R$149,268.61"
20170128,Organic Search,"70,027","27,051","84,624",16.47%,6.64,0:05:58,2.36%,"1,999",R$632.31,"R$1,263,997.61"
20170128,Paid Search,"52,081","21,151","70,674",19.65%,5.49,0:06:01,3.25%,"2,296",R$636.48,"R$1,461,362.48"
20170128,Referral,"30,578","6,656","38,096",16.22%,6.11,0:05:52,3.20%,"1,219",R$628.91,"R$766,642.33"
20170128,Social,"3,770","1,354","4,093",14.29%,5.87,0:03:24,0.56%,23,R$475.44,"R$10,935.15"
20170129,(Other),"13,760","3,622","15,778",24.78%,4.84,0:03:38,0.96%,152,R$442.75,"R$67,298.08"
20170129,Direct,"83,503","50,093","95,964",19.19%,5.73,0:05:14,3.27%,"3,142",R$531.29,"R$1,669,302.47"
20170129,Display,"9,947","1,561","14,710",31.52%,4.42,0:04:10,2.03%,298,R$533.38,"R$158,945.77"
20170129,Organic Search,"77,015","30,561","93,626",16.05%,6.74,0:06:08,2.84%,"2,659",R$525.26,"R$1,396,659.56"
20170129,Paid Search,"61,170","25,727","83,801",20.04%,5.57,0:06:14,3.70%,"3,101",R$591.40,"R$1,833,924.25"
20170129,Referral,"32,287","7,201","40,078",14.58%,6.39,0:06:20,4.17%,"1,672",R$601.88,"R$1,006,347.70"
20170129,Social,"3,754","1,494","4,063",14.50%,5.88,0:03:39,0.76%,31,R$393.61,"R$12,201.93"
20170130,(Other),"11,901","2,953","13,953",30.69%,4.48,0:03:47,0.81%,113,R$633.18,"R$71,549.67"
20170130,Direct,"99,757","56,229","117,893",19.07%,5.53,0:05:22,2.60%,"3,060",R$717.69,"R$2,196,119.74"
20170130,Display,"18,977","5,295","25,876",32.79%,3.99,0:03:31,1.02%,265,R$664.24,"R$176,024.49"
20170130,Organic Search,"99,857","39,264","121,490",15.48%,6.28,0:06:15,2.25%,"2,729",R$671.54,"R$1,832,634.98"
20170130,Paid Search,"81,757","34,934","108,476",15.89%,5.59,0:06:07,2.82%,"3,059",R$755.35,"R$2,310,609.59"
20170130,Referral,"38,523","9,470","48,291",13.54%,5.71,0:05:45,2.93%,"1,415",R$660.33,"R$934,371.90"
20170130,Social,"2,621",913,"2,887",19.09%,5.54,0:04:13,0.62%,18,R$641.48,"R$11,546.58"
20170131,(Other),"8,101","1,526","9,528",23.66%,4.86,0:04:15,0.85%,81,R$635.27,"R$51,456.64"
20170131,Direct,"92,483","51,929","107,554",19.78%,5.27,0:05:25,2.89%,"3,108",R$696.73,"R$2,165,437.71"
20170131,Display,"17,032","4,804","22,794",33.50%,3.94,0:03:42,1.15%,262,R$682.76,"R$178,882.97"
20170131,Organic Search,"92,415","35,592","111,225",16.10%,6.09,0:06:28,2.49%,"2,774",R$720.19,"R$1,997,819.39"
20170131,Paid Search,"68,348","26,481","89,298",13.19%,5.83,0:06:29,3.39%,"3,030",R$714.99,"R$2,166,430.99"
20170131,Referral,"35,047","8,491","43,371",14.19%,5.58,0:05:57,3.27%,"1,420",R$717.57,"R$1,018,947.45"
20170131,Social,"4,442","1,844","4,831",20.14%,4.93,0:03:01,0.43%,21,R$530.82,"R$11,147.25"
20170201,(Other),"10,004","2,172","11,599",21.03%,5.16,0:04:16,0.97%,113,R$740.36,"R$83,660.34"
20170201,Direct,"89,518","51,281","105,824",18.48%,5.64,0:05:25,2.85%,"3,013",R$694.60,"R$2,092,825.99"
20170201,Display,"19,414","6,293","25,647",36.56%,3.82,0:03:18,0.99%,254,R$695.07,"R$176,546.73"
20170201,Organic Search,"87,277","32,325","105,059",14.77%,6.56,0:06:37,2.74%,"2,876",R$686.73,"R$1,975,024.58"
20170201,Paid Search,"67,602","26,642","89,404",14.08%,5.79,0:06:25,3.31%,"2,956",R$734.31,"R$2,170,626.42"
20170201,Referral,"32,566","7,335","40,362",13.29%,6,0:06:08,3.65%,"1,475",R$715.16,"R$1,054,862.11"
20170201,Social,"1,558",431,"1,764",20.35%,5.36,0:04:38,0.96%,17,R$545.76,"R$9,278.00"
20170202,(Other),"10,408","2,518","12,101",22.95%,4.82,0:03:57,1.20%,145,R$579.17,"R$83,980.00"
20170202,Direct,"86,042","48,674","101,957",19.42%,5.44,0:05:20,2.96%,"3,023",R$671.08,"R$2,028,671.24"
20170202,Display,"18,207","6,171","24,234",36.33%,3.84,0:03:24,1.18%,286,R$733.64,"R$209,821.75"
20170202,Email,1,0,2,50.00%,2,0:10:49,0.00%,0,R$0.00,R$0.00
20170202,Organic Search,"84,691","31,312","102,771",15.25%,6.43,0:06:24,2.64%,"2,716",R$680.50,"R$1,848,248.54"
20170202,Paid Search,"72,317","30,681","95,564",17.13%,5.48,0:06:00,2.91%,"2,782",R$732.47,"R$2,037,729.41"
20170202,Referral,"31,443","7,152","39,174",13.58%,5.84,0:05:57,3.56%,"1,393",R$748.28,"R$1,042,352.46"
20170202,Social,"1,728",513,"1,976",22.98%,5.22,0:05:15,2.33%,46,R$602.02,"R$27,692.83"
20170203,(Other),"20,498","8,159","23,152",15.96%,5.92,0:03:55,0.62%,143,R$642.53,"R$91,881.93"
